-332	341	15692	-3288	14	-43	-61	4660	
-308	303	15707	-3278	9	-40	-66	4660	
-302	337	15672	-3278	10	-37	-70	4660	
-335	341	15710	-3268	11	-39	-69	4660	
-310	338	15680	-3263	13	-36	-68	4660	
-346	304	15715	-3272	12	-31	-65	4660	
-340	357	15703	-3254	10	-37	-70	4660	
-311	349	15706	-3263	12	-41	-70	4660	
-289	312	15700	-3260	12	-41	-67	4660	
-315	341	15680	-3252	12	-41	-73	4660	
-304	360	15709	-3244	2	-42	-64	4660	
-305	326	15669	-3252	19	-36	-70	4660	
-325	314	15710	-3242	14	-34	-66	4660	
-333	349	15721	-3234	12	-40	-70	4660	
-330	365	15734	-3233	9	-43	-69	4660	
-312	339	15699	-3227	8	-38	-72	4660	
-315	331	15705	-3234	11	-38	-71	4660	
-300	362	15694	-3224	11	-43	-72	4660	
-340	338	15728	-3236	11	-35	-72	4660	
-332	346	15679	-3224	9	-45	-71	4660	
-360	376	15698	-3228	11	-39	-66	4660	
-305	350	15657	-3211	13	-42	-61	4660	
-319	337	15715	-3222	7	-41	-70	4660	
-301	362	15716	-3223	14	-42	-61	4660	
-313	346	15708	-3215	12	-32	-67	4660	
-297	344	15702	-3219	15	-31	-68	4660	
-310	341	15676	-3213	11	-41	-69	4660	
-327	359	15713	-3208	4	-48	-65	4660	
-342	347	15714	-3206	12	-41	-71	4660	
-312	352	15681	-3206	10	-35	-65	4660	
-321	333	15709	-3199	7	-35	-71	4660	
-313	357	15684	-3202	8	-33	-63	4660	
-319	347	15684	-3200	12	-34	-69	4660	
-306	311	15669	-3198	8	-26	-65	4660	
-307	335	15688	-3208	16	-37	-67	4660	
-307	343	15698	-3198	15	-44	-67	4660	
-323	355	15710	-3195	8	-33	-73	4660	
-300	326	15709	-3194	13	-40	-69	4660	
-326	346	15706	-3201	17	-35	-65	4660	
-331	362	15690	-3203	8	-42	-68	4660	
-304	329	15701	-3199	16	-43	-68	4660	
-288	337	15752	-3193	10	-38	-68	4660	
-315	358	15704	-3186	8	-37	-68	4660	
-330	369	15696	-3183	11	-36	-68	4660	
-296	343	15697	-3191	16	-39	-64	4660	
-360	327	15722	-3186	17	-32	-75	4660	
-295	318	15685	-3191	15	-43	-70	4660	
-324	364	15695	-3188	0	-40	-70	4660	
-311	351	15684	-3186	17	-34	-65	4660	
-284	320	15716	-3180	30	-8	-70	4660	
-319	306	15607	-3185	-13	-66	74	4660	
-392	336	15743	-3183	18	10	-61	4660	
-286	422	15724	-3183	14	-41	-56	4660	
-348	332	15670	-3179	28	-7	-66	4660	
-314	325	15707	-3176	17	-27	-70	4660	
-324	351	15669	-3185	-25	-95	-62	4660	
-330	389	15717	-3181	-3	-79	-69	4660	
-342	268	15741	-3174	10	-36	-67	4660	
-337	303	15683	-3176	12	-43	-71	4660	
-332	408	15702	-3177	7	-32	-64	4660	
-326	357	15708	-3176	16	-33	-64	4660	
-292	303	15684	-3171	8	-32	-70	4660	
-317	335	15698	-3173	-1	-42	-65	4660	
-323	354	15734	-3174	8	-32	-68	4660	
-322	347	15711	-3173	15	-29	-66	4660	
-306	334	15697	-3180	10	-38	-70	4660	
-343	331	15706	-3178	5	-43	-64	4660	
-299	364	15676	-3169	9	-41	-68	4660	
-301	309	15737	-3172	16	-35	-74	4660	
-333	315	15724	-3168	13	-43	-69	4660	
-306	345	15685	-3169	8	-41	-65	4660	
-334	355	15716	-3166	10	-38	-66	4660	
-306	341	15694	-3172	8	-33	-69	4660	
-304	322	15710	-3160	9	-38	-72	4660	
-313	330	15706	-3174	17	-41	-65	4660	
-299	325	15736	-3168	10	-34	-69	4660	
-296	325	15709	-3158	13	-33	-67	4660	
-289	333	15683	-3162	13	-41	-64	4660	
-324	346	15685	-3166	11	-37	-68	4660	
-329	349	15738	-3178	7	-33	-60	4660	
-324	349	15746	-3164	-6	-31	-71	4660	
-335	364	15730	-3172	18	-34	-67	4660	
-302	339	15712	-3166	8	-37	-72	4660	
-315	336	15744	-3169	9	-42	-66	4660	
-326	311	15715	-3157	7	-38	-66	4660	
-287	330	15715	-3173	0	-42	-67	4660	
-315	343	15708	-3169	29	-34	-71	4660	
-326	364	15690	-3169	15	-37	-61	4660	
-331	302	15681	-3163	-28	2	-68	4660	
-321	347	15733	-3159	34	-80	-65	4660	
-338	365	15719	-3158	25	-31	-65	4660	
-312	348	15696	-3160	8	-41	-67	4660	
-303	313	15692	-3159	20	-38	-68	4660	
-301	358	15663	-3158	-15	-37	-69	4660	
-314	353	15796	-3162	25	-45	-71	4660	
-341	338	15696	-3155	-2	-37	-67	4660	
-303	373	15716	-3152	1	-20	-62	4660	
-324	310	15611	-3157	25	-14	-70	4660	
-360	408	15676	-3164	-22	-32	-68	4660	
-334	329	15734	-3162	66	0	-59	4660	
-379	321	15707	-3158	38	-21	-67	4660	
-333	362	15693	-3158	2	-28	-68	4660	
-376	366	15740	-3160	38	-80	-63	4660	
-290	365	15660	-3161	-73	-142	-66	4660	
-300	341	15691	-3150	3	-50	-68	4660	
-295	375	15728	-3156	11	-42	-64	4660	
-313	330	15666	-3155	11	-38	-71	4660	
-307	341	15733	-3160	6	-36	-69	4660	
-332	344	15668	-3157	4	-39	-66	4660	
-313	346	15705	-3152	8	-38	-65	4660	
-315	349	15722	-3158	9	-39	-67	4660	
-311	314	15706	-3160	15	-38	-66	4660	
-303	355	15708	-3151	10	-35	-63	4660	
-341	363	15697	-3162	42	-46	-70	4660	
-351	359	15485	-3159	-12	-87	-70	4660	
-303	351	15627	-3148	134	-35	-54	4660	
-325	396	15712	-3154	10	-56	-66	4660	
-332	357	15742	-3144	-99	-32	-70	4660	
-281	326	15578	-3147	34	39	-70	4660	
-289	313	15721	-3149	-32	-60	217	4660	
-311	257	15737	-3146	-96	-25	330	4660	
-366	397	15720	-3154	91	-4	452	4660	
-281	242	15673	-3143	-87	-63	691	4660	
-391	378	15756	-3141	78	-24	1097	4660	
-296	235	15657	-3155	23	-37	1818	4660	
-359	424	15702	-3152	38	-44	2287	4660	
-354	356	15728	-3145	6	-50	1281	4660	
-335	309	15665	-3156	8	-49	811	4660	
-270	422	15792	-3160	18	-36	564	4660	
-303	326	15708	-3146	95	-36	296	4660	
-355	378	15706	-3140	29	-25	396	4660	
-329	345	15761	-3150	77	-14	15	4660	
-323	401	15755	-3151	85	-28	-68	4660	
-338	367	15732	-3147	43	-20	-64	4660	
-342	394	15735	-3151	53	-27	-65	4660	
-326	416	15736	-3152	16	-47	-65	4660	
-351	398	15654	-3148	-3	-39	-58	4660	
-330	414	15712	-3150	-72	-92	-63	4660	
-327	311	15644	-3150	-206	-43	-70	4660	
-310	355	15684	-3146	5	-34	-69	4660	
-299	332	15670	-3148	5	-38	-66	4660	
-322	333	15705	-3151	6	-41	-68	4660	
-311	313	15699	-3149	9	-37	-61	4660	
-326	324	15703	-3137	7	-40	-71	4660	
-346	351	15704	-3151	6	-34	-65	4660	
-308	334	15659	-3146	6	-39	-71	4660	
-322	332	15718	-3152	9	-41	-61	4660	
-282	349	15711	-3156	6	-32	-65	4660	
-294	350	15674	-3153	9	-45	-66	4660	
-332	349	15685	-3155	9	-36	-68	4660	
-321	321	15750	-3150	8	-39	-58	4660	
-312	332	15681	-3144	11	-31	-66	4660	
-310	337	15716	-3147	31	-41	-63	4660	
-317	320	15712	-3147	-2	-32	-69	4660	
-292	335	15681	-3138	30	-33	-66	4660	
-306	360	15708	-3146	6	-45	-68	4660	
-303	309	15696	-3147	1	-31	-66	4660	
-309	335	15677	-3150	13	-41	-65	4660	
-309	336	15714	-3141	24	-16	-68	4660	
-324	319	15720	-3144	13	-20	-64	4660	
-288	386	15746	-3155	-2	-31	-76	4660	
-327	319	15697	-3143	21	-33	-67	4660	
-342	325	15717	-3150	15	-36	-71	4660	
-305	346	15712	-3147	5	-16	-63	4660	
-352	359	15728	-3141	-2	-58	-74	4660	
-300	334	15704	-3148	-1	-31	-64	4660	
-310	322	15664	-3145	31	-23	-71	4660	
-339	376	15717	-3149	47	-13	-67	4660	
-457	387	15731	-3154	37	-4	-78	4660	
-1306	450	15627	-3147	21	-58	-180	4660	
-1396	394	15756	-3149	28	-17	-835	4660	
-944	146	15703	-3145	-25	-67	-122	4660	
-1104	572	15750	-3145	0	5	-50	4660	
-1100	465	15625	-3143	-7	-31	-1148	4660	
-1041	44	15599	-3144	-22	-33	-424	4660	
-780	3	15749	-3149	23	-14	-264	4660	
-479	223	15517	-3154	-10	-55	89	4660	
-388	676	15767	-3151	11	-15	-234	4660	
-8	349	15833	-3143	-45	-32	-184	4660	
-246	485	15890	-3139	14	22	-16	4660	
-201	458	15903	-3145	10	-18	-341	4660	
126	147	15954	-3152	16	9	105	4660	
330	357	15725	-3148	-3	8	829	4660	
-64	279	15708	-3147	1	-49	235	4660	
-406	246	15749	-3141	-66	10	350	4660	
445	128	15760	-3148	-27	-26	-202	4660	
82	902	15694	-3148	-72	-6	281	4660	
242	209	15745	-3144	12	-41	-696	4660	
-139	188	15685	-3145	19	-51	-485	4660	
294	246	15691	-3147	10	-46	54	4660	
-249	357	15706	-3144	3	-34	-59	4660	
-462	180	15664	-3144	9	-41	-17	4660	
-402	291	15730	-3148	2	-33	119	4660	
-355	325	15729	-3137	-3	-45	232	4660	
-399	307	15671	-3142	16	-33	6	4660	
-349	234	15693	-3144	16	-48	13	4660	
-413	272	15747	-3143	1	-62	-67	4660	
-395	319	15685	-3153	8	-38	-59	4660	
-360	249	15731	-3144	6	-42	-64	4660	
-413	258	15701	-3145	16	-37	-66	4660	
-382	257	15693	-3144	7	-35	-66	4660	
-386	315	15689	-3148	10	-39	-69	4660	
-382	268	15681	-3149	9	-32	-67	4660	
-387	263	15692	-3137	9	-38	-63	4660	
-381	280	15730	-3147	9	-44	-68	4660	
-390	307	15684	-3142	6	-36	-70	4660	
-381	250	15728	-3139	16	-33	-68	4660	
-393	274	15683	-3156	3	-45	-68	4660	
-388	297	15701	-3140	5	-40	-61	4660	
-393	302	15711	-3150	7	-36	-65	4660	
-386	267	15715	-3142	10	-37	-67	4660	
-403	252	15712	-3155	12	-37	-64	4660	
-374	305	15643	-3141	12	-44	-66	4660	
-390	293	15689	-3148	5	-39	-66	4660	
-374	260	15739	-3142	10	-37	-66	4660	
-406	269	15698	-3141	7	-41	-65	4660	
-409	278	15709	-3153	10	-39	-58	4660	
-385	248	15697	-3131	12	-40	-61	4660	
-371	271	15682	-3146	13	-36	-61	4660	
-383	278	15720	-3143	4	-34	-70	4660	
-382	285	15666	-3141	12	-30	-66	4660	
-395	279	15644	-3136	15	-39	-64	4660	
-387	275	15696	-3138	16	-37	-69	4660	
-393	276	15665	-3149	6	-41	-61	4660	
-371	284	15743	-3142	15	-35	-71	4660	
-390	283	15701	-3140	9	-40	-68	4660	
-398	291	15672	-3148	7	-38	-62	4660	
-398	296	15740	-3151	6	-31	-63	4660	
-394	300	15716	-3152	6	-35	-70	4660	
-407	282	15711	-3147	13	-29	-65	4660	
-381	263	15702	-3150	11	-36	-63	4660	
-367	274	15665	-3156	8	-48	-69	4660	
-395	271	15696	-3158	6	-36	-68	4660	
-363	288	15688	-3149	12	-41	-66	4660	
-357	291	15712	-3146	14	-37	-68	4660	
-379	274	15705	-3144	9	-44	-71	4660	
-395	288	15728	-3142	5	-44	-71	4660	
-375	286	15725	-3147	11	-43	-68	4660	
-395	298	15696	-3144	15	-37	-71	4660	
-366	279	15706	-3140	9	-41	-69	4660	
-381	290	15736	-3148	12	-35	-63	4660	
-398	295	15708	-3144	12	-44	-66	4660	
-373	295	15705	-3144	3	-39	-66	4660	
-373	279	15720	-3150	13	-28	-67	4660	
-390	258	15712	-3144	11	-33	-67	4660	
-385	264	15699	-3142	9	-37	-58	4660	
-412	266	15698	-3151	10	-34	-69	4660	
-371	284	15723	-3151	7	-33	-71	4660	
-372	264	15667	-3143	11	-39	-65	4660	
-380	280	15662	-3147	10	-28	-71	4660	
-388	253	15723	-3146	15	-39	-67	4660	
-392	295	15700	-3151	15	-40	-64	4660	
-409	271	15685	-3141	-1	-40	-71	4660	
-401	243	15706	-3143	10	-45	-70	4660	
-401	277	15690	-3139	11	-40	-65	4660	
-395	298	15705	-3149	10	-39	-67	4660	
-385	282	15712	-3147	9	-33	-72	4660	
-378	283	15720	-3142	17	-41	-73	4660	
-387	302	15650	-3145	13	-41	-61	4660	
-376	263	15711	-3149	14	-39	-65	4660	
-376	275	15700	-3139	13	-39	-66	4660	
-372	255	15724	-3144	13	-32	-69	4660	
-381	266	15700	-3149	9	-36	-64	4660	
-391	286	15696	-3137	15	-42	-74	4660	
-379	295	15719	-3140	0	-38	-71	4660	
-371	258	15717	-3145	8	-43	-72	4660	
-399	277	15669	-3139	6	-34	-63	4660	
-380	288	15633	-3143	13	-33	-69	4660	
-364	278	15689	-3144	9	-33	-64	4660	
-397	270	15666	-3138	9	-43	-65	4660	
-381	267	15711	-3144	13	-38	-63	4660	
-393	284	15766	-3145	5	-42	-68	4660	
-387	269	15744	-3154	7	-44	-73	4660	
-373	253	15714	-3142	6	-33	-67	4660	
-379	274	15677	-3137	6	-35	-68	4660	
-404	268	15718	-3145	11	-42	-64	4660	
-379	270	15711	-3141	10	-37	-69	4660	
-389	274	15725	-3144	11	-36	-70	4660	
-354	281	15641	-3142	9	-31	-68	4660	
-393	270	15696	-3137	12	-35	-67	4660	
-385	280	15682	-3148	8	-39	-67	4660	
-386	255	15706	-3145	11	-36	-68	4660	
-374	276	15688	-3136	10	-41	-70	4660	
-371	269	15720	-3138	10	-35	-62	4660	
-380	286	15679	-3144	8	-42	-65	4660	
-393	283	15703	-3141	11	-37	-65	4660	
-383	267	15725	-3147	7	-37	-69	4660	
-400	263	15679	-3148	12	-34	-69	4660	
-373	276	15692	-3150	5	-32	-70	4660	
-373	284	15699	-3138	11	-35	-66	4660	
-367	271	15686	-3145	9	-38	-60	4660	
-396	292	15736	-3133	9	-29	-74	4660	
-381	295	15698	-3146	12	-42	-65	4660	
-393	266	15710	-3135	3	-42	-64	4660	
-408	292	15699	-3147	11	-44	-68	4660	
-376	278	15701	-3140	5	-32	-66	4660	
-397	287	15717	-3147	6	-36	-67	4660	
-383	256	15704	-3141	11	-33	-68	4660	
-378	271	15725	-3152	8	-43	-65	4660	
-375	300	15689	-3143	4	-37	-67	4660	
-389	310	15679	-3143	10	-35	-58	4660	
